timestamp,open,high,low,close,volume
2019-11-08 15:30:00,54.0300,54.1100,53.9800,54.0900,2639395
2019-11-08 14:30:00,53.8300,54.0658,53.8050,54.0200,2631411
2019-11-08 13:30:00,54.2200,54.2300,53.8300,53.8300,1455360
2019-11-08 12:30:00,54.1922,54.2769,54.1418,54.2122,1198495
2019-11-08 11:30:00,54.0000,54.2200,53.9700,54.2000,1383077
2019-11-08 10:30:00,53.7517,54.0626,53.6632,54.0067,1317203
2019-11-08 09:30:00,53.8319,53.9701,53.6098,53.7569,2550652
2019-11-07 15:30:00,54.0700,54.1900,53.9800,54.0100,3203571
2019-11-07 14:30:00,54.2367,54.2932,54.0129,54.0667,2719407
2019-11-07 13:30:00,54.1050,54.3200,54.0850,54.2350,1855165
2019-11-07 12:30:00,54.2400,54.3300,54.0800,54.1100,1914729
2019-11-07 11:30:00,54.3168,54.3729,54.1426,54.2418,2893115
2019-11-07 10:30:00,54.0741,54.4000,54.0700,54.3150,3138545
2019-11-07 09:30:00,53.7800,54.1550,53.7800,54.0800,5260043
2019-11-06 15:30:00,53.7817,53.8928,53.7627,53.8117,2717967
2019-11-06 14:30:00,53.7672,53.8515,53.7114,53.7822,1803171
2019-11-06 13:30:00,53.6522,53.8417,53.6516,53.7622,2040240
2019-11-06 12:30:00,53.5200,53.6700,53.5200,53.6450,1750655
2019-11-06 11:30:00,53.6459,53.7865,53.4763,53.5209,2648870
2019-11-06 10:30:00,53.7119,53.8400,53.6198,53.6469,3087208
2019-11-06 09:30:00,53.2910,53.8273,53.2118,53.7111,4505790
2019-11-05 15:30:00,53.3250,53.3700,53.2850,53.3300,4602962
2019-11-05 14:30:00,53.4872,53.5515,53.3012,53.3321,3872990
2019-11-05 13:30:00,53.2350,53.5000,53.2200,53.4821,3358291
2019-11-05 12:30:00,52.9200,53.2700,52.9200,53.2300,2266265
2019-11-05 11:30:00,53.0700,53.1000,52.8829,52.9200,2023268
2019-11-05 10:30:00,53.0270,53.1598,52.9696,53.0764,2765310
2019-11-05 09:30:00,52.7400,53.1900,52.7400,53.0250,4021429
2019-11-04 15:30:00,52.6000,52.7600,52.5900,52.7200,2147837
2019-11-04 14:30:00,52.7000,52.7950,52.5800,52.6000,2081242
